Omega_over_gamma,Delta_star_over_gamma,g_at_star,gap1_star,gap2_star,Delta_k1_side,gap1_k1_side,gap2_k1_side,winner_k1_side,Delta_k2_side,gap1_k2_side,gap2_k2_side,winner_k2_side,eta
0.26501,0.07704711227416994,-7.027711745877241e-13,0.27967133091279517,0.2796713309120924,0.07701711227416994,0.2796341757691332,0.2796656689468629,1,0.07707711227416994,0.27970855301508657,0.27967699516171435,2,3e-05
0.2650125,0.07704873352348807,-2.554623179662485e-13,0.27967190514358403,0.27967190514332857,0.07701873352348806,0.2796347504463186,0.27966624316703587,1,0.07707873352348807,0.27970912679502186,0.27967756940396665,2,3e-05
0.265015,0.07705035479515793,5.284661597215745e-13,0.27967247938029555,0.279672479380824,0.07702035479515792,0.27963532512942196,0.2796668173934672,1,0.07708035479515793,0.2797097005808843,0.27967814365247806,2,3e-05
0.2650175,0.07705197609066963,8.304468224196171e-14,0.27967305362477585,0.2796730536248589,0.07702197609066963,0.27963589982028725,0.2796673916264379,1,0.07708197609066963,0.2797102743745221,0.27967871790752913,2,3e-05
0.26502000000000003,0.07705359740853308,-2.403632848313464e-14,0.2796736278751773,0.27967362787515326,0.07702359740853308,0.2796364745170695,0.27966796586566744,1,0.07708359740853309,0.2797108481740859,0.27967929216884035,2,3e-05
0.2650225,0.0770552187487483,2.074451721512105e-13,0.2796742021314997,0.27967420213170713,0.07702521874874829,0.2796370492197688,0.2796685401111565,1,0.0770852187487483,0.27971142197957505,0.2796798664364106,2,3e-05
0.265025,0.07705684011280539,-7.899236820207989e-13,0.2796747763955906,0.27967477639480065,0.07702684011280539,0.27963762393023006,0.2796691143631854,1,0.0770868401128054,0.27971199579283884,0.27968044071052206,2,3e-05
0.2650275,0.07705846149772408,1.1862733018119798e-13,0.2796753506637537,0.27967535066387234,0.07702846149772408,0.27963819864476364,0.2796696886211922,1,0.07708846149772408,0.2797125696101769,0.27968101499061093,2,3e-05
0.26503,0.0770600829064846,-2.0089485630592208e-13,0.27967592493968424,0.27967592493948334,0.0770300829064846,0.27963877336705745,0.2796702628857391,1,0.0770900829064846,0.27971314343529013,0.27968158927724,2,3e-05
0.2650325,0.0770617043375969,-1.8141044222375058e-13,0.27967649922153603,0.2796764992213546,0.0770317043375969,0.27963934809526775,0.27967083715654373,1,0.0770917043375969,0.2797137172663267,0.27968216357012904,2,3e-05
0.265035,0.07706332579106093,1.780797731498751e-13,0.27967707350930604,0.2796770735094841,0.07703332579106092,0.27963992282939276,0.2796714114336082,1,0.07709332579106093,0.2797142911032873,0.2796827378692764,2,3e-05
0.2650375,0.07706494726836682,-6.884492975700596e-13,0.2796776478048426,0.27967764780415416,0.07703494726836682,0.2796404975712782,0.2796719857172117,1,0.07709494726836683,0.2797148649480214,0.2796833121749651,2,3e-05
0.26504,0.07706656876653434,3.508859869327807e-13,0.2796782221044519,0.2796782221048028,0.07703656876653434,0.27964107231723484,0.2796725600067929,1,0.07709656876653434,0.2797154387968278,0.2796838864866315,2,3e-05
0.2650425,0.0770681902885437,1.6431300764452317e-13,0.27967879641182575,0.27967879641199006,0.0770381902885437,0.2796416470709497,0.2796731343029155,1,0.0770981902885437,0.2797160126534072,0.2796844608048388,2,3e-05
0.26504500000000003,0.07706981183290484,3.188005415211137e-13,0.2796793707251186,0.2796793707254374,0.07703981183290484,0.27964222183057874,0.2796737086052955,1,0.07709981183290485,0.2797165865159089,0.27968503512930476,2,3e-05
0.2650475,0.07707143340110781,-7.521760991835436e-13,0.2796799450461768,0.27967994504542465,0.0770414334011078,0.27964279659796687,0.27967428291421587,1,0.07710143340110781,0.2797171603861839,0.2796856094603111,2,3e-05
0.26505,0.07707305499017242,8.615330671091215e-14,0.27968051937130406,0.2796805193713902,0.07704305499017242,0.279643371369425,0.2796748572291141,1,0.07710305499017242,0.2797177342605289,0.2796861837972964,2,3e-05
